row_id,split,cv_fold
763,train,3
764,train,1
765,test,-1
766,test,-1
767,train,1
768,test,-1
769,train,0
770,train,3
771,train,2
772,test,-1
773,train,4
774,train,4
775,train,2
776,train,0
777,train,1
778,train,4
779,test,-1
780,train,0
781,train,2
782,train,2
783,train,2
784,val,-1
785,train,1
786,val,-1
787,train,1
788,val,-1
789,test,-1
790,train,1
791,val,-1
792,train,3
793,train,2
794,train,0
795,val,-1
796,train,3
797,train,2
798,train,1
799,train,2
800,train,3
801,train,4
802,val,-1
803,train,0
804,train,3
805,train,4
806,val,-1
807,train,4
808,train,4
809,train,1
810,train,2
811,train,2
812,train,3
813,train,0
814,test,-1
815,test,-1
816,train,4
817,train,3
818,test,-1
819,train,4
820,train,4
821,train,0
822,train,0
823,train,1
824,train,0
825,train,1
826,train,2
827,train,4
828,train,1
829,train,3
830,val,-1
831,val,-1
832,test,-1
833,train,2
834,train,3
835,train,1
836,test,-1
837,train,0
838,train,0
839,val,-1
840,train,3
841,train,0
842,train,1
843,train,4
844,train,3
845,train,1
846,val,-1
847,test,-1
848,train,4
849,train,0
850,train,3
851,train,2
852,train,2
853,train,1
854,test,-1
855,train,4
856,train,0
857,train,0
858,train,4
859,train,1
860,train,1
861,train,3
862,train,4
863,val,-1
864,test,-1
865,train,0
866,train,0
867,train,4
868,test,-1
869,train,1
870,val,-1
871,train,0
872,train,2
873,train,0
874,train,4
875,train,3
876,test,-1
877,train,3
878,train,4
879,train,0
880,val,-1
881,train,3
882,train,4
883,train,2
884,test,-1
885,train,1
886,train,3
887,test,-1
888,train,3
889,val,-1
890,test,-1
891,train,1
892,train,1
893,val,-1
894,train,1
895,test,-1
896,train,3
897,test,-1
898,train,0
899,test,-1
900,val,-1
901,val,-1
902,train,4
903,train,1
904,train,1
905,train,2
906,train,2
907,train,3
908,train,3
909,train,2
910,val,-1
911,test,-1
912,train,2
913,train,1
914,val,-1
915,train,2
916,train,4
917,train,3
918,test,-1
919,train,0
920,train,4
921,train,2
922,train,0
923,train,0
924,test,-1
925,train,2
926,train,3
927,train,3
928,test,-1
929,train,3
930,test,-1
931,train,2
932,train,3
933,val,-1
934,test,-1
935,val,-1
936,test,-1
937,train,2
938,train,2
939,train,3
940,val,-1
941,train,2
942,train,3
943,test,-1
944,val,-1
945,train,0
946,val,-1
947,test,-1
948,train,1
949,test,-1
950,val,-1
951,train,4
952,test,-1
953,train,4
954,val,-1
955,train,3
956,train,3
957,train,2
958,test,-1
959,train,2
960,train,2
961,train,2
962,train,1
963,test,-1
964,train,3
965,train,3
966,train,1
967,train,4
968,train,3
969,test,-1
970,train,4
971,train,2
972,train,2
973,test,-1
974,test,-1
975,train,1
976,train,1
977,train,0
978,val,-1
979,val,-1
980,val,-1
981,train,3
982,train,1
983,test,-1
984,train,0
985,val,-1
986,train,3
987,val,-1
988,train,1
989,train,1
990,val,-1
991,train,0
992,test,-1
993,train,2
994,val,-1
995,train,0
996,test,-1
997,train,2
998,test,-1
999,val,-1
1000,train,3
1001,test,-1
1002,val,-1
1003,val,-1
1004,train,1
1005,train,1
1006,val,-1
1007,train,1
1008,test,-1
1009,test,-1
1010,train,1
1011,train,1
1012,test,-1
1013,val,-1
1014,train,0
1015,val,-1
1016,test,-1
1017,train,1
1018,train,2
1019,train,3
1020,train,2
1021,train,0
1022,train,0
1023,train,4
1024,test,-1
1025,train,1
1026,train,1
1027,train,2
1028,train,3
1029,train,4
1030,train,1
1031,train,0
1032,train,4
1033,train,3
1034,train,2
1035,train,3
1036,train,3
1037,test,-1
1038,val,-1
1039,train,3
1040,train,0
1041,train,2
1042,val,-1
1043,test,-1
1044,train,2
1045,train,3
1046,val,-1
1047,train,4
1048,val,-1
1049,val,-1
1050,train,3
1051,test,-1
1052,train,4
1053,train,3
1054,train,1
1055,train,0
1056,train,3
1057,train,4
1058,val,-1
1059,test,-1
1060,train,3
1061,train,4
1062,test,-1
1063,train,2
1064,train,4
1065,train,2
1066,train,1
1067,train,3
1068,train,0
1069,test,-1
1070,train,2
1071,val,-1
1072,train,0
1073,train,2
1074,train,2
1075,train,0
1076,test,-1
1077,test,-1
1078,train,3
1079,train,2
1080,train,3
1081,train,0
1082,test,-1
1083,test,-1
1084,train,1
1085,test,-1
1086,train,0
1087,train,3
1088,train,3
1089,train,3
1090,test,-1
1091,train,4
1092,train,2
1093,val,-1
1094,train,0
1095,train,2
1096,test,-1
1097,train,4
1098,train,3
1099,train,4
1100,train,0
1101,val,-1
1102,test,-1
1103,train,4
1104,val,-1
1105,train,2
1106,train,3
1107,train,2
1108,train,4
1109,train,0
1110,train,1
1111,train,1
1112,val,-1
1113,train,0
1114,train,3
1115,train,1
1116,val,-1
1117,train,3
1118,test,-1
1119,test,-1
1120,val,-1
1121,test,-1
1122,train,1
1123,train,4
1124,val,-1
1125,val,-1
1126,train,1
1127,train,1
1128,train,2
1129,train,2
1130,train,4
1131,train,0
1132,train,1
1133,train,1
1134,train,2
1135,train,2
1136,train,0
1137,train,0
1138,val,-1
1139,train,3
1140,test,-1
1141,train,4
1142,train,3
1143,test,-1
1144,test,-1
1145,train,3
1146,train,1
1147,test,-1
1148,train,0
1149,train,4
1150,val,-1
1151,val,-1
1152,train,0
1153,train,1
1154,test,-1
1155,test,-1
1156,train,4
1157,train,4
1158,val,-1
1159,test,-1
1160,train,3
1161,train,2
1162,train,1
1163,train,0
1164,train,4
1165,train,1
1166,train,2
1167,val,-1
1168,train,4
1169,train,3
1170,val,-1
1171,train,2
1172,train,2
1173,train,0
1174,train,1
1175,train,1
1176,train,4
1177,train,0
1178,train,4
1179,val,-1
1180,train,3
1181,train,1
1182,train,1
1183,train,1
1184,val,-1
1185,test,-1
1186,train,3
1187,train,1
1188,test,-1
1189,train,0
1190,train,3
1191,train,0
1192,train,0
1193,test,-1
1194,train,2
1195,test,-1
1196,train,3
1197,val,-1
1198,train,2
1199,train,1
1200,train,0
1201,test,-1
1202,train,0
1203,train,3
1204,test,-1
1205,val,-1
1206,train,4
1207,train,4
1208,train,2
1209,train,2
1210,val,-1
1211,train,4
1212,train,1
1213,val,-1
1214,test,-1
1215,test,-1
1216,train,1
1217,test,-1
1218,train,3
1219,train,1
1220,train,4
1221,train,1
1222,train,4
1223,val,-1
1224,train,3
1225,train,1
1226,train,2
1227,train,1
1228,train,3
1229,train,2
1230,val,-1
1231,train,2
1232,train,0
1233,test,-1
1234,train,2
1235,train,3
1236,train,3
1237,train,0
1238,val,-1
1239,train,3
1240,train,1
1241,test,-1
1242,test,-1
1243,train,2
1244,train,1
1245,train,0
1246,val,-1
1247,train,3
1248,test,-1
1249,train,0
1250,test,-1
1251,val,-1
1252,train,1
1253,train,3
1254,train,3
1255,train,0
1256,val,-1
1257,val,-1
1258,test,-1
1259,train,3
1260,test,-1
1261,train,4
1262,train,2
1263,val,-1
1264,train,1
1265,train,4
1266,train,3
1267,train,1
1268,train,1
1269,train,4
1270,train,2
1271,train,0
1272,train,1
1273,train,2
1274,train,2
1275,train,2
1276,train,3
1277,train,1
1278,train,3
1279,train,0
1280,train,3
1281,train,2
1282,train,4
1283,train,1
1284,val,-1
1285,train,3
1286,test,-1
1287,train,4
1288,train,0
1289,train,3
1290,val,-1
1291,train,4
1292,val,-1
1293,train,1
1294,train,1
1295,train,0
1296,val,-1
1297,train,2
1298,test,-1
1299,train,1
1300,val,-1
1301,train,2
1302,train,3
1303,train,2
1304,train,2
1305,train,0
1306,train,1
1307,train,0
1308,train,1
1309,train,2
1310,test,-1
1311,train,0
1312,train,3
1313,val,-1
1314,test,-1
1315,val,-1
1316,train,4
1317,train,1
1318,train,0
1319,train,1
1320,val,-1
1321,train,2
1322,test,-1
1323,train,4
1324,train,2
1325,train,3
1326,train,3
1327,test,-1
1328,test,-1
1329,train,1
1330,train,2
1331,train,0
1332,train,1
1333,train,3
1334,train,2
1335,test,-1
1336,train,2
1337,train,2
1338,val,-1
1339,test,-1
1340,train,4
1341,test,-1
1342,val,-1
1343,train,0
1344,train,3
1345,train,3
1346,train,1
1347,train,4
1348,train,1
1349,val,-1
1350,train,0
1351,val,-1
1352,train,1
1353,train,1
1354,train,4
1355,train,1
1356,train,1
1357,train,3
1358,train,0
1359,train,2
1360,train,4
1361,train,2
1362,train,2
1363,train,2
1364,train,4
1365,train,2
1366,val,-1
1367,train,1
1368,train,0
1369,train,4
1370,train,4
1371,train,3
1372,train,0
1373,train,2
1374,val,-1
1375,train,0
1376,train,0
1377,train,4
1378,val,-1
1379,train,2
1380,train,0
1381,train,4
1382,test,-1
1383,train,3
1384,train,3
1385,test,-1
1386,train,1
1387,train,0
1388,val,-1
1389,train,0
1390,train,0
1391,train,4
1392,train,3
1393,train,1
1394,train,1
1395,val,-1
1396,test,-1
1397,test,-1
1398,test,-1
1399,test,-1
1400,val,-1
1401,train,0
1402,test,-1
1403,train,0
1404,test,-1
1405,test,-1
1406,train,1
1407,train,4
1408,train,4
1409,train,1
1410,train,4
1411,val,-1
1412,train,4
1413,val,-1
1414,train,4
1415,test,-1
1416,train,0
1417,val,-1
1418,train,3
1419,train,3
1420,train,4
1421,train,2
1422,train,3
1423,test,-1
1424,test,-1
1425,train,2
1426,train,4
1427,train,1
1428,train,2
1429,val,-1
1430,val,-1
1431,test,-1
1432,val,-1
1433,val,-1
1434,train,4
1435,val,-1
1436,val,-1
1437,train,3
1438,train,3
1439,train,1
1440,train,4
1441,val,-1
1442,train,2
1443,train,2
1444,train,1
1445,train,2
1446,train,1
1447,val,-1
1448,val,-1
1449,train,4
1450,train,0
1451,train,4
1452,train,2
1453,train,2
1454,train,3
1455,val,-1
1456,train,4
1457,train,4
1458,val,-1
1459,train,0
1460,train,3
1461,test,-1
1462,val,-1
1463,train,2
1464,train,3
1465,train,2
1466,train,1
1467,train,2
1468,val,-1
1469,train,2
1470,train,0
1471,test,-1
1472,train,2
1473,train,4
1474,train,4
1475,train,1
1476,train,1
1477,train,1
1478,train,4
1479,train,4
1480,val,-1
1481,val,-1
1482,train,3
1483,train,3
1484,train,2
1485,train,1
1486,train,3
1487,train,0
1488,train,4
1489,train,2
1490,train,4
1491,train,2
1492,train,3
1493,train,3
1494,train,1
1495,train,3
1496,train,0
1497,train,0
1498,train,0
1499,val,-1
1500,train,0
1501,train,3
1502,train,3
1503,val,-1
1504,train,4
1505,train,2
1506,train,4
1507,test,-1
1508,test,-1
1509,train,0
1510,train,4
1511,train,3
1512,train,4
1513,train,1
1514,train,2
1515,val,-1
1516,train,3
1517,train,2
1518,train,3
1519,test,-1
1520,train,3
1521,train,0
1522,val,-1
1523,test,-1
1524,train,1
1525,train,2
1526,train,0
1527,train,4
1528,train,0
1529,train,3
1530,train,4
1531,train,3
1532,train,4
1533,val,-1
1534,test,-1
1535,train,1
1536,val,-1
1537,train,1
1538,train,1
1539,train,0
1540,train,2
1541,train,4
1542,test,-1
1543,val,-1
1544,train,3
1545,train,0
1546,train,3
1547,train,0
1548,train,3
1549,train,4
1550,train,0
1551,train,2
1552,test,-1
1553,test,-1
1554,train,0
1555,val,-1
1556,train,1
1557,test,-1
1558,test,-1
1559,train,0
1560,test,-1
1561,train,2
1562,train,0
1563,train,0
1564,train,2
1565,train,4
1566,train,1
1567,train,3
1568,test,-1
1569,train,0
1570,train,4
1571,val,-1
1572,train,3
1573,test,-1
1574,train,4
1575,val,-1
1576,test,-1
1577,train,3
1578,val,-1
1579,train,2
1580,test,-1
1581,val,-1
1582,train,4
1583,train,1
1584,train,4
1585,test,-1
1586,val,-1
1587,train,0
1588,val,-1
1589,train,3
1590,val,-1
1591,train,1
1592,test,-1
1593,test,-1
1594,train,0
1595,train,1
1596,val,-1
1597,train,2
1598,test,-1
1599,train,0
1600,val,-1
1601,train,2
1602,train,3
1603,test,-1
1604,train,3
1605,train,2
1606,train,2
1607,train,2
1608,val,-1
1609,val,-1
1610,train,3
1611,train,0
1612,val,-1
1613,test,-1
1614,val,-1
1615,train,4
1616,val,-1
1617,train,3
1618,train,3
1619,train,4
1620,val,-1
1621,train,3
1622,train,3
1623,test,-1
1624,train,2
1625,train,3
1626,train,2
1627,train,4
1628,val,-1
1629,train,2
1630,train,4
1631,val,-1
1632,train,4
1633,train,3
1634,train,4
1635,train,3
1636,val,-1
1637,train,0
1638,train,1
1639,val,-1
1640,test,-1
1641,val,-1
1642,train,3
1643,train,4
1644,test,-1
1645,train,2
1646,train,4
1647,train,1
1648,test,-1
1649,train,2
1650,train,3
1651,train,4
1652,train,4
1653,train,2
1654,train,4
1655,train,0
1656,train,1
1657,train,1
1658,train,1
1659,test,-1
1660,train,1
1661,train,4
1662,train,3
1663,train,0
1664,train,2
1665,train,4
1666,val,-1
1667,train,4
1668,train,2
1669,train,2
1670,train,2
1671,train,0
1672,val,-1
1673,train,1
1674,train,1
1675,train,3
1676,train,0
1677,train,0
1678,train,1
1679,train,3
1680,train,2
1681,train,2
1682,train,4
1683,val,-1
1684,val,-1
1685,val,-1
1686,val,-1
1687,train,3
1688,train,0
1689,train,2
1690,train,4
1691,train,1
1692,train,0
1693,val,-1
1694,test,-1
1695,val,-1
1696,val,-1
1697,train,1
1698,train,4
1699,train,3
1700,val,-1
1701,train,4
1702,train,2
1703,train,0
1704,val,-1
1705,test,-1
1706,test,-1
1707,train,0
1708,train,3
1709,train,4
1710,val,-1
1711,train,4
1712,train,1
1713,train,4
1714,train,2
1715,train,0
1716,train,4
1717,train,1
1718,train,0
1719,test,-1
1720,train,4
1721,val,-1
1722,test,-1
1723,train,0
1724,val,-1
1725,train,2
1726,train,0
1727,train,3
1728,train,1
1729,train,4
1730,train,2
1731,val,-1
1732,train,4
1733,val,-1
1734,train,0
1735,train,2
1736,train,3
1737,train,2
1738,test,-1
1739,train,0
1740,train,0
1741,test,-1
1742,train,3
1743,train,2
1744,train,3
1745,train,1
1746,train,1
1747,train,4
1748,val,-1
1749,train,0
1750,train,0
1751,train,2
1752,train,4
1753,train,4
1754,train,0
1755,train,1
1756,train,3
1757,train,0
1758,val,-1
1759,train,0
1760,train,3
1761,train,2
1762,train,4
1763,train,0
1764,val,-1
1765,train,1
1766,val,-1
1767,test,-1
1768,test,-1
1769,train,2
1770,train,2
1771,train,4
1772,train,4
1773,train,1
1774,train,0
1775,train,1
1776,test,-1
1777,train,4
1778,train,1
1779,train,2
1780,val,-1
1781,test,-1
1782,train,1
1783,train,0
1784,train,0
1785,train,1
1786,train,2
1787,train,3
1788,train,1
1789,train,1
1790,val,-1
1791,train,1
1792,val,-1
1793,train,0
1794,train,3
1795,train,1
1796,train,1
1797,train,0
1798,train,2
1799,train,2
1800,train,0
1801,train,1
1802,train,4
1803,train,1
1804,train,1
1805,test,-1
1806,train,1
1807,train,1
1808,train,2
1809,train,0
1810,train,1
1811,train,4
1812,train,3
1813,train,3
1814,train,0
1815,train,4
1816,val,-1
1817,test,-1
1818,test,-1
1819,train,4
1820,train,1
1821,train,0
1822,train,4
1823,val,-1
1824,train,4
1825,train,2
1826,val,-1
1827,val,-1
1828,train,4
1829,train,0
1830,train,1
1831,test,-1
1832,train,3
1833,test,-1
1834,train,0
1835,train,4
1836,train,2
1837,train,4
1838,test,-1
1839,val,-1
1840,test,-1
1841,test,-1
1842,train,1
1843,train,1
1844,train,4
1845,train,2
1846,train,1
1847,test,-1
1848,train,2
1849,train,1
1850,train,0
1851,test,-1
1852,train,4
1853,train,2
1854,train,0
1855,train,0
1856,train,2
1857,train,3
1858,train,0
1859,train,0
1860,test,-1
1861,val,-1
1862,train,1
1863,train,4
1864,train,0
1865,val,-1
1866,train,0
1867,test,-1
1868,test,-1
1869,test,-1
1870,val,-1
1871,val,-1
1872,train,1
1873,test,-1
1874,train,3
1875,test,-1
1876,train,1
1877,test,-1
1878,train,3
1879,train,4
1880,test,-1
1881,val,-1
1882,train,2
1883,val,-1
1884,train,0
1885,train,0
1886,val,-1
1887,train,0
1888,train,1
1889,train,4
1890,train,0
1891,train,3
1892,test,-1
1893,train,4
1894,test,-1
1895,test,-1
1896,train,4
1897,test,-1
1898,test,-1
1899,train,2
1900,train,2
1901,train,4
1902,test,-1
1903,val,-1
1904,train,0
1905,train,1
1906,train,3
1907,train,4
1908,train,2
1909,train,3
1910,train,0
1911,train,4
1912,train,3
1913,train,4
1914,train,2
1915,val,-1
1916,train,1
1917,val,-1
1918,val,-1
1919,train,2
1920,train,4
1921,train,0
1922,val,-1
1923,train,1
1924,train,3
1925,train,2
1926,val,-1
1927,train,0
1928,val,-1
1929,train,3
1930,train,2
1931,val,-1
1932,val,-1
1933,train,3
1934,train,0
1935,val,-1
1936,train,3
1937,train,2
1938,train,3
1939,test,-1
1940,train,2
1941,train,0
1942,val,-1
1943,train,2
1944,val,-1
1945,train,1
1946,train,2
1947,train,4
1948,train,1
1949,train,2
1950,test,-1
1951,val,-1
1952,train,0
1953,train,3
1954,train,1
1955,train,0
1956,test,-1
1957,train,0
1958,train,3
1959,train,4
1960,train,1
1961,train,3
1962,train,2
1963,train,1
1964,train,1
1965,val,-1
1966,train,2
1967,train,3
1968,train,4
1969,train,2
1970,train,1
1971,train,3
1972,val,-1
1973,val,-1
1974,train,0
1975,train,0
1976,train,4
1977,train,4
1978,test,-1
1979,val,-1
1980,train,1
1981,train,0
1982,train,0
1983,val,-1
1984,test,-1
1985,train,2
1986,train,0
1987,val,-1
1988,train,4
1989,test,-1
1990,train,2
1991,train,2
1992,val,-1
1993,train,1
1994,train,2
1995,train,2
1996,train,1
1997,val,-1
1998,train,2
1999,train,2
2000,train,4
2001,test,-1
2002,train,1
2003,train,2
2004,train,3
2005,train,2
2006,test,-1
2007,train,2
2008,train,1
2009,train,4
2010,train,4
2011,train,4
2012,test,-1
2013,val,-1
2014,val,-1
2015,train,0
2016,train,0
2017,test,-1
2018,test,-1
2019,train,4
2020,train,4
2021,val,-1
2022,val,-1
2023,val,-1
2024,val,-1
2025,train,3
2026,val,-1
2027,train,2
2028,val,-1
2029,train,3
2030,val,-1
2031,train,0
2032,train,0
2033,train,0
2034,train,3
2035,train,1
2036,val,-1
2037,train,4
2038,train,3
2039,train,1
2040,val,-1
2041,test,-1
2042,val,-1
2043,val,-1
2044,train,1
2045,train,3
2046,test,-1
2047,train,1
2048,train,2
